name,type
Baghpat SP Abhishek Singh,ORG
UP Kisan Congress Shiv Narayan Parihar,ORG
Mela Kuzhumani,PERSON
Ajamgarh,GPE
Kulwant Singh,PERSON
Bhivpur,PERSON
Maharshi Valmiki,PERSON
Arora,PERSON
Jubbal-Kotkhai,ORG
Mahabaleshwar,GPE
Jaipur: Rajasthan,PERSON
Varkala,GPE
Laltu Ghat,PERSON
Kunal Mourya,PERSON
Haridwar-Amritsar Express,ORG
Selu,GPE
Khuiyan,GPE
Sunam MLA Aman,PERSON
Vijay Vishnu,PERSON
Samvad,PERSON
NASA,ORG
Ashwani Kumar,PERSON
P Ayyakkannu,ORG
the Parambikulam Aliyar Project,ORG
congress,ORG
Puri village,GPE
Radhakrishnan of Veerapandi,GPE
the Protection of Children,ORG
Sandeep Singh,PERSON
Bharti Pawar,PERSON
Singh Virk,GPE
Manpreet Badal,ORG
Private Procurement and Stockist Scheme,ORG
Vijay Nayudu,PERSON
Congress Rajya Sabha,ORG
Dhurala,GPE
post-Monsoon,GPE
Jhajjar SP,PERSON
Modakurichi,GPE
Tharoor,ORG
Sandesh Takkala,PERSON
Jaswinder Singh Sonu,PERSON
Shaheed Express,ORG
Gursevak,PERSON
Nilima Gavas,PERSON
Naveen Rao,PERSON
Aryavardhan,PERSON
Jitendra,PERSON
Dhanala,PERSON
Maqsudabad,GPE
Kundli-Manesar-Palwal,ORG
Pardi,ORG
Udumalpet,ORG
The Supreme C,ORG
Rahul Tanwar,PERSON
Bareddy Sai Thrisha Reddy,PERSON
Nachana,ORG
Gulem,PERSON
Soma Sen,PERSON
Bhatia,PERSON
Lalchand Kataria,PERSON
Adani Power Proj,ORG
Neryamanagalam,GPE
MLA Rohan Khaunte,PERSON
Arthika Spandana,PERSON
Chander Singh,PERSON
Punjab Kisan Union,ORG
Anchetty,PERSON
Shahapur,PERSON
Malkajgiri,GPE
Sukhdev Singh Dhindsa,PERSON
Jolarpet,GPE
DDMA,ORG
Lakhimpur,GPE
Mohammad Wasim,PERSON
Superintendent,PERSON
Kokilankulam,ORG
the apex court,ORG
Lalit Thummar,PERSON
Indore Poultry Farmers Association,ORG
TDP,ORG
the Farmers Produce Trade and Commerce,ORG
Ramdas Athawale,PERSON
Goa Forward Party,ORG
N,PERSON
Agra/Lucknow,ORG
Anmol,PERSON
KORAPUT,PERSON
Primary Agricultural Co-operative,ORG
the Mazdoor Kisan Shakti Sangathan,ORG
Hazira,PERSON
HR & CE,ORG
Virendra Singh,PERSON
Baljit Kaur,PERSON
Pappathi,ORG
Deepu Balakrishna,PERSON
USP,ORG
PCC,ORG
Dr S Vijaykumar,PERSON
Madhya Prades,GPE
Kiran Cinema,PERSON
Niharika Singh,PERSON
Mirgaon,PERSON
Naressh Bera,PERSON
Mantu Kumar,PERSON
YSR Farm Mechanisation Scheme,ORG
K Gopala,PERSON
Usilampatti,GPE
Bojya,GPE
Pratihara,GPE
Joginder,PERSON
Modern Midlevel Service,ORG
Adampur SAD MLA Panwan Teenu,ORG
Baidyanath Dham,PERSON
Jatusana,GPE
S Sudhindranath,PERSON
Sukhdeo Singh,ORG
Kamaljeet Singh,PERSON
Barring Jhajjar,PERSON
Baltej Singh,PERSON
Mitauli,GPE
Harsaru,ORG
Chakka Jam,PERSON
Kharif 2021,ORG
ki hissedari sarkar mein ho,PERSON
College of DuPage,ORG
VG Venkata Reddy,PERSON
Begumpet,ORG
Sildar,ORG
Vadivelu,PERSON
Chitkohra,GPE
Ayub Yusuf Safiya,PERSON
Gamara,PERSON
Lakhmara,GPE
Kamaljit Singh,PERSON
SSV,ORG
Kunnathurampalayam,ORG
Gurjjar,PERSON
Mandlik,GPE
Jyoti Chavan,PERSON
Bank,ORG
Rajendra Nikose,PERSON
Uptela,GPE
Kodagu,ORG
Peeragar,PERSON
Diwan,PERSON
Aniket,PERSON
Sri Lankan,PERSON
GHAZIABAD/GURUGRAM/NOIDA:,ORG
Korba,GPE
Tomar,PERSON
Mole Khan,PERSON
Dwayne Johnson,PERSON
Dwarka Court,ORG
Ajoy Mehta,PERSON
"Punjab , Uttar Pradesh",ORG
Naxalite,PERSON
Balyan,PERSON
Shivaji Chowk,PERSON
Bharati Ghosh,PERSON
Vasva,GPE
bees stung,PERSON
Ranjeet Chavda and Hasmukh,ORG
Deepa Singh,PERSON
Rambraj,ORG
Mahesh Galliya,PERSON
Sahan,GPE
Banganj,GPE
Milind Madhukar Manerikar,PERSON
Sadopur,GPE
Sakthi Vel,PERSON
Mahoba,PERSON
Modi Maidan,PERSON
Times News Network Chandigarh,ORG
BBMP Contractors Association,ORG
Jail,PERSON
Harmanbeer Waraich,PERSON
Ajjamada Chengappa,PERSON
the Maharashtra Felling of Trees (Regulation) Act,ORG
Sunil Kendrekar,PERSON
Sushil Kajal,PERSON
Rs77,PERSON
Tanda Bijesi,GPE
Ashwani Sharma,PERSON
Lady Hardinge,PERSON
Hakumatsinh Jadeja,PERSON
Kalvakuntla Kavitha,PERSON
Shiggavi,GPE
The Shethkari Sanghatana,ORG
The Bhubaneswar-Secunderabad Special,ORG
the Urvashi Rautela Foundation,ORG
Balangir,GPE
Paramjeet Singh,PERSON
Motor Vehicles Act,ORG
Maddali Giridhar,PERSON
the Regional Medical Research Centres,ORG
Kaushik,GPE
Barramau,GPE
K Veerapandi,ORG
Bank of Maharashtra,ORG
Teraiya,ORG
the Bharatiya Kisan Union-Bhanu,ORG
Bassi,PERSON
DY Patil Medical College and Hospital,ORG
Mukkudal (Thirupadaimaruthur,PERSON
recharge pit,PERSON
P Akilesh,ORG
The Gujarat Contractors’ Association,ORG
Maharashtra Council,ORG
XII,ORG
Gokalpar,GPE
the Delhi Police,ORG
Gaurav Tikait,PERSON
Sagar,GPE
AP Special Police,ORG
Bahadurgarh,PERSON
Virudhunagar,PERSON
Dharmasagar,GPE
Kannauj,ORG
S Balaraju,PERSON
Khanauri,GPE
the Sassoon General Hospital,ORG
Kullu,GPE
Banga Bibhushan,GPE
Inam Mathur,PERSON
Khanapur,PERSON
Kalyan Sukh,GPE
Chadivayalpathi,ORG
Birajdar,PERSON
the Land Pooling Scheme,ORG
the Bamboo Research and Training Center,ORG
The Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Act,ORG
Azad Kisan Union,ORG
Kerala Congress,PERSON
jambus,ORG
Hitech City,GPE
Geeta Nagar,PERSON
Cochin,PERSON
Punjab’s Rupnagar,ORG
Ashwin Bhil,PERSON
Khajuwala,PERSON
Hingoli,GPE
Mahagon,GPE
PAU Employees’ Union,ORG
the Discipline of Earth Sciences,ORG
Prithvi Meena,PERSON
PSS,ORG
Govind Joshi,PERSON
Krishak Sabha,PERSON
Sarfaraz Malek,PERSON
Digras-Darwha-Karanja,ORG
Sakhar Karkhana,PERSON
Akavyala,GPE
GD,ORG
GB Pant University of Agriculture and Technology,ORG
"the Indian Institute of Rice Research , Hyderabad",ORG
"Shahanshahpur, Irani",GPE
Crime Branch,ORG
Mathura,GPE
Pradesh Cooperative Federation and Pradesh Cooperative Union,ORG
Nanegaon,GPE
Palwal and Shahjhanpur,ORG
Lakshmi Kumkuma Archana,PERSON
Lakuan,GPE
Tamil Nadu Mission on Sustainable Green Cover,ORG
Jivabhai,GPE
Madhu Yashki Goud,PERSON
eSaNTA,GPE
Padma Shri,PERSON
the National Coalition for Sustainable Agriculture,ORG
Chandvad,GPE
Khatauli,GPE
Imam,GPE
Mamata Banerjee,PERSON
Bhadradri Kothagudem,GPE
Mulavilai,ORG
Nasa’s Fire Information for Resource Management System,ORG
All India Farmers’ Sangharsh Coordination Committee,ORG
World Trade Centre,ORG
P S Masilamani,ORG
Duronto Express Special,ORG
Milind Mohad,PERSON
Krishi Rail,ORG
Koyana,PERSON
Umrapada,ORG
Sattenapalle,GPE
Vajpayee,GPE
Chhotu Ram’s,PERSON
MP,GPE
Rahim,PERSON
Sweden,GPE
Kisan Sansad',PERSON
Scindia,GPE
Primary Cooperative Land Development Banks,ORG
Sukhvinder Singh Goldy,PERSON
Sheokand,PERSON
Kanyakumari,GPE
Research and Extension,ORG
Yamuna Expressway Industrial Development Authority,ORG
Deesa,PERSON
Sonba,ORG
LEP,ORG
Raja Dudhbale,PERSON
Kunti Devi,PERSON
Vantangia,GPE
Omprakash,PERSON
Delhi-Dehradun NH,ORG
Devakottai,GPE
SP VV Benny,ORG
Prabhakant Awasthi,ORG
Amb Sahib Gurdwara,ORG
Economic Survey of,PERSON
Bharat Bhushan Ashu,PERSON
Andhra Education Society,ORG
V Manian,PERSON
Rinkal,ORG
Chetticulam,GPE
Utthan,GPE
Rinku of Indore,PERSON
SP,ORG
Darbar Sahib,ORG
FSS,ORG
New Indus,GPE
Nandgaon Khandeshwar,ORG
Himachal Pradesh Virender Kanwar,ORG
Uranium Corporation of India,ORG
CS,ORG
Temghar,ORG
Kaushambi,PERSON
Kaithal,ORG
Sudhir Sharma,PERSON
Dharmapuri,ORG
MRDBS sa,ORG
P Asokan,PERSON
Agrawal,PERSON
Hafed,PERSON
Kisan Debit Cards,PERSON
Cinnamon,PERSON
Lakshminarayanan,PERSON
Deesa APMC’s,PERSON
Sandip Kamble,PERSON
Teni,PERSON
Gadra Road,PERSON
Jaisa Organics,PERSON
Jethsur Vala ’s,ORG
Ramalingapuram,ORG
Veernapalli,GPE
Naresh Vyas,ORG
the Gujarat Information Commission,ORG
"Morshi, Asthi",ORG
the Agricultural Produce Market,ORG
Prattipadu,ORG
Kisan Ekta Morcha,PERSON
Navaneethan Gopalakrishnan,PERSON
Phool Singh Sheokand,PERSON
Begari Sangamma,PERSON
Ghantakarna,PERSON
Dewas,GPE
Mansoorpur,GPE
Tejashwi,PERSON
Tamil Maanila Congress Puliyur A,ORG
Gyan Bhawan,PERSON
AIR,ORG
thro,PERSON
KP Viswanatha,PERSON
Edappadi K Palaniswamy,PERSON
P Balakrishnan,PERSON
Sanjay Agrawal,PERSON
the Municipal Corporation,ORG
Harmeet Singh,PERSON
Dayanand Poonia,PERSON
BMS,ORG
Jagjit,PERSON
Roti,PERSON
Bramhanand Naikawadi,PERSON
ERP,ORG
Rani Lakshmi Bai Central Agricultural University,ORG
the Haryana State Pollution Control Board,ORG
Aldona MLA Glenn Ticlo,PERSON
Piara Singh,PERSON
Mania Singh,PERSON
Nawanshahr,PERSON
Gurleen Chawla,PERSON
The Supreme Court,ORG
Murali Mohan,ORG
the Union environment ministry’s A,ORG
Dodhe Khan,PERSON
Poosapatirega,GPE
paddy arrival,GPE
Paddy,GPE
Dhruv Sawhney,PERSON
Midlands,PERSON
Jayanti,PERSON
Lusala,GPE
Gaekwad Haveli,PERSON
Santiyenthar Varma,PERSON
Thorat,ORG
CJI S,ORG
APMC board,ORG
Rajashan,PERSON
Pondicherry,GPE
Chigurumamidi,PERSON
AIIMS,ORG
Rajam,GPE
C Vijayabaskar,PERSON
FAIFA,ORG
Medha Patkar,PERSON
the Forum of IT,ORG
Sriparna Ganguly,ORG
the Social Democratic Party of India,ORG
Nelliampathy,PERSON
Sudagar Ghudani,PERSON
Chengannur,PERSON
Ravan,GPE
Kitnod,GPE
Mohan Bhandari,PERSON
Araziline,PERSON
Manikandan,PERSON
dharti mata,PERSON
Vanathi Srinivasan,PERSON
Vikram,PERSON
S Manimegalai,PERSON
Dr Om,PERSON
Vaid,PERSON
Fellow party,ORG
Pratap Gujjar,PERSON
Ghadiyal,GPE
K J Chaudhary,ORG
Dr Panjabrao Deshmukh,ORG
Marhal,PERSON
spinach,GPE
Bose Nagar,ORG
Phosphate,ORG
Raitha Sangha,GPE
Beejhalpur,PERSON
Hongasandra,PERSON
mille,ORG
PRS Naidu,PERSON
Pravin Patodiya,PERSON
Vadu,PERSON
Inko,PERSON
the Shiroman Akali Dal,ORG
Dolly,GPE
Priyamvada Tomar,PERSON
Ponnam Satyanarayana,ORG
Sabour Agricultural University Teachers’ Association,ORG
S Vani Sagar,GPE
Jalna,GPE
Davanager,GPE
Khanouri,GPE
Singh Shergill,PERSON
Ashok Gajapathi Raju,PERSON
Sreerekha R,PERSON
CIBIL,ORG
Mridula,PERSON
Lali Lakshmil Kanthamma,PERSON
Zoz,PERSON
K Lokanatham,PERSON
PJTS university,ORG
Mitushi Darji,PERSON
Kayathar,GPE
Kumarakom,GPE
Bangalore Wholesalers Association of Pulses,ORG
North to South India,GPE
Jagtar,ORG
Gharsana,GPE
College of Agriculture Pune,ORG
Bondri,GPE
Post-Amphan,ORG
Parbhani,PERSON
Chotila,PERSON
Rainwater,PERSON
Subrata Mandal,PERSON
Pradhan Mantri Fasal Bima Yojna,PERSON
BJP MLA,ORG
Tamil Nadu Congress,PERSON
Vinchur of Niphad,ORG
Bt,GPE
The Vyapari Mahasangh,PERSON
Simaria,GPE
Ambadas Dudhkohale,PERSON
Salaha,GPE
Bohatwas Bhondu,PERSON
Talsande,GPE
Akula Lokesh,PERSON
the sugar cane industries department,ORG
Supreet Singh Gulati,PERSON
KMSC,PERSON
Hemkunt Foundation,ORG
Balsamand,ORG
Ayacut,PERSON
Bikaner,GPE
Ajay Rana,PERSON
functionaries,ORG
Farmagudi,PERSON
Gher Rambagh,GPE
Ankita Kumawat,PERSON
Pandi,GPE
ga,ORG
Ahlawat,PERSON
Minakshiben Nair,ORG
TRS,ORG
Prof Vikas Rawal,ORG
Lalaji,PERSON
Indcoserve,ORG
Bavla,GPE
the Terai Kisan Sabha,ORG
the Bahujan Samaj Party,ORG
Jarmundi MLA Badal,PERSON
Samudrapur,PERSON
Dhamnod,GPE
Manakpur,GPE
Manik Kokate,ORG
Rudraprayag,GPE
Kanke,ORG
Kisan Hai,PERSON
Ajay Mistry,PERSON
paddy seeds,ORG
Sanjay Seth,PERSON
Vishal Gupta,PERSON
"Karnataka, Hyderabad",GPE
Meenu,PERSON
Nizamabad K,PERSON
the Tamil Nadu Federation of All Farmers’ Association,ORG
Batala,GPE
Rajaram Kushwah,PERSON
Jnana Gangothri,PERSON
Chakan,GPE
Kisan Credit Card,ORG
Tolichowki,PERSON
Sisodia,ORG
Banka,GPE
Shambhu,GPE
Siddhartha Mahajan,PERSON
AICC,ORG
Halvad,GPE
Jai Laiyyor,PERSON
University,ORG
Usgao-Ganjem,ORG
Baba Sadhu Singh Sarangpur,PERSON
Pranpur,GPE
AIKS,ORG
Mahendra Karamariya,PERSON
Goa Bagayatdar,GPE
âWe,ORG
"Maharashtra (4,006",ORG
Maharashtra-based farmers’ organisation,ORG
Navalagund,ORG
VC,PERSON
Centre for Research in Rural and Industrial Development,ORG
Chandrashekhar Bawankule,PERSON
Ashok Kare,PERSON
Pollachi North 7010665166,PERSON
N K Bindu,PERSON
Indira,GPE
Balod,ORG
Manimajra,ORG
PCMC,ORG
Chaturvedi,PERSON
Samyunkt Kisan Morcha,PERSON
Khambhalia,GPE
the Sathyamangalam Tiger Reserve,ORG
Chevella,GPE
the Disaster Management Act,ORG
Ambalavayal,ORG
Luni,GPE
Rajoli,GPE
Rajkumar Thukral,PERSON
Allahabad,GPE
Shivanshi Dahiya,PERSON
the Capital for the last two months,ORG
Parish Priest,PERSON
Madapparambu Bhaskaran,PERSON
Jyoraha Kalyanpur,GPE
Mauj,PERSON
YPS Chowk,ORG
Dongergaon,PERSON
the Tamil Nadu Small Tea Growers Industrial Cooperative Tea Factories Federation Ltd (Indcoserve,ORG
Union ministry of consumer affairs,ORG
Chandra Shekhar,PERSON
Bhangda,PERSON
Korchi,ORG
Bidar,GPE
Rayadurga,GPE
Jharmahuyee,GPE
Indian Society of Agricultural Engineers,ORG
Sukhvir Pahelwan,PERSON
Udham Singh Nagar,PERSON
Ratna and Sindhu,ORG
Jagan alias Janarthanan,PERSON
Jayam Ravi's,PERSON
Dr AV Ravi Kumar,PERSON
Avhana,ORG
Perianaickenpalayam,PERSON
HRSS,ORG
shaan,ORG
Pandit,ORG
Karamana,GPE
Malaudh,GPE
Veeran,PERSON
EAMCET,ORG
Army Captain,ORG
Santosh Jadhav,PERSON
Mina Sidam,PERSON
Baljinder Singh Golu,PERSON
Haryana Day,PERSON
Kuma,PERSON
Donate Life NGO,ORG
Palaskheda Pimpley,PERSON
Jaspur,GPE
Pegasus,ORG
Vodafone Idea Ltd,ORG
Yogi Chandrashekhar,PERSON
BDA,PERSON
Bajaj Nagar,GPE
the Azad Kisan Union,ORG
Nalla Gounder,PERSON
Amma Makkal Munnetra Kazhagam,PERSON
Muthuswamy Colony,ORG
Bajaj Hindusthan Sugar Mill,ORG
ADM,ORG
Preeti,ORG
Dankuni,GPE
Ramchandrapuram,GPE
The Tropical Legumes Projects,ORG
the Satara Zilla Parishad,ORG
Swarna MTU-7029,ORG
Kisan Tiranga Yatra,PERSON
ICRA,ORG
the Mahatma Gandhi Medical College Hospital,ORG
Khanauri and Dabwali,ORG
N Chandrababu Naidu,ORG
the Telangana State Civil Supplies Corporation,ORG
Jagbir,PERSON
"Thuraiyur, Musiri",ORG
S R Satishchandra,ORG
Rudra Homam,PERSON
Raholi-Chitaura,ORG
Kisan Mazdur Sangarash Committee,ORG
Veerapandi,PERSON
Gadkari,PERSON
Rajendra Ganvir,PERSON
Maharashtrawadi Gomantak Party,ORG
Ponda,PERSON
Krishi Rin,PERSON
Sushil Somwanshi,PERSON
VSSS,ORG
Nagpur Municipal Corporation,ORG
gram harvesting,PERSON
Rajewal Ji,PERSON
Miyanavas,GPE
Mahindra and Mahindra Ltd.,ORG
Savarimuthu,GPE
Dilbag Singh,PERSON
the Rajasthan Camel (Prohibition of Slaughter & Regulation of Temporary Migration or Export) Act,ORG
Gurjatan,PERSON
Vijayawada Central,ORG
Maharashtra State Electricity Distribution Company Limited,ORG
M Venkaiah Naidu,PERSON
The Union ministry of information,ORG
karuppu,PERSON
Kannad MLA,PERSON
FATEHABAD,PERSON
Samithi,ORG
Pune and Nashik,ORG
Mehmadabad,ORG
V V Vagadiya,PERSON
Tiswadi,ORG
Panigate,GPE
The Niti Aayog,ORG
Palak Mishra,PERSON
Jallianwala Bagh,PERSON
Shilsingh Nehra,ORG
Controversy,ORG
Raini,GPE
N Veerasekaran,ORG
FDR,PERSON
Ninder Bacho Sangarsh Samiti,ORG
Rashtriya Swayamsevak Sangh,PERSON
"Penguin, Pearson",PERSON
medicos,PERSON
Gaondongrim,GPE
kisan struggle,PERSON
CCRC,PERSON
Navada,PERSON
Turnal,GPE
Sachin Patil,PERSON
Imman,ORG
Ramisetty Naveen,PERSON
Farooq Abdullah,PERSON
Mundu,PERSON
Greater Chennai,PERSON
Praveen Paul Reddy,PERSON
Ekta Dakonda,PERSON
Dr S Uma,ORG
Badvel,ORG
Safar,ORG
Patanjali Bhat,ORG
Arda,GPE
Atma Nirbhar,PERSON
Baruipur,GPE
Amir Subhani,PERSON
Mohan Nagar,GPE
Bhagat Singh Stadium,ORG
Ni-Sa-Ka,ORG
J M Mhatre Infra,ORG
Pratik,ORG
Sathy-Coimbatore Road,ORG
Nettoor and Ezhikkara,ORG
U Bikshapathi,ORG
Ellenabad MLA Abhay,ORG
Mujibur Rahman,PERSON
Harsimrat Badal,ORG
Hinganghat,GPE
Rajesh Godhani,PERSON
Chaudhary Charan Singh,PERSON
Nilesh Cabral,PERSON
Parab,ORG
Hemant Soren,PERSON
Jasvinder Singh,PERSON
Amrendra Pratap Singh,PERSON
Hyderaba,GPE
Khodiyarnagar,GPE
Jalalu,GPE
Krishnamurthy,PERSON
Ahmedabad Civil Hospital,ORG
Bomma Yellaiah,PERSON
Nanuram Katara,PERSON
Ajay Kala,PERSON
Haryana BJP,PERSON
"Trichy, Thanjavur",ORG
Manga,GPE
Sahajanand Saraswati,PERSON
Gopalkrishnan,GPE
Cauvery Farmers Protection Association Thanjavur,ORG
Mohania,GPE
the Chaudhary Charan Singh International,ORG
CARI,ORG
Kon,PERSON
Samir Tavare,PERSON
bharo andolan,PERSON
Dugri,PERSON
Pete,PERSON
Sanjay Vishwakarma,PERSON
Ajay,ORG
Galgibaga beach,GPE
Isidore Fernandes,PERSON
Nuesch Development,ORG
Sayyed,PERSON
Pramod Goshe,PERSON
Sulur,PERSON
Dushyant Naik,ORG
Pednekar,PERSON
Janardhan Prasad,PERSON
Manaj,PERSON
Eastern Peripheral Expressway,ORG
Komarambheem Asifabad,GPE
the National Sample Survey’s,ORG
Mullanpur Dakha,PERSON
the Narcotic Drugs and Psychotropic Substance,ORG
Mayem,GPE
Bhimrao Ambedkar,PERSON
The Maharashtra Rajya Draksha Bagaitdar Sangh,ORG
J&K,ORG
NHAI,ORG
Punnalal Kevat,PERSON
Punjab State Power Corporation,ORG
S S KU,ORG
Mandalnath,PERSON
Penchalaiah,GPE
G P Arularasu,ORG
Birare,ORG
"Rumder, Nuvem",ORG
Harjit Kaur,PERSON
CM Sukhjinder,PERSON
this Sangam City,GPE
Tamil Nadu’s,PERSON
BRS Nagar,ORG
Sultanpur MP Maneka Gandhi,PERSON
Pandurang Naik,PERSON
Nalanda,GPE
Kharadi,GPE
the Coimbatore Bar Association,ORG
Kottivakkam,ORG
Yeola,ORG
Veer,PERSON
Seramau North,ORG
Sachin Jahagirdar,PERSON
KBC,ORG
Amit Duddalwar,PERSON
P Monisha,ORG
Nitin Talle,PERSON
Agusta,ORG
"Jaipur, Sikar,",PERSON
Gurdwara Reru Sahib,ORG
Atal Bihari Vajpayee,PERSON
Sangepu Borranna,PERSON
Faldu,ORG
the Union Budget for ‘,ORG
Sanjeev Karpe,PERSON
Harminder Singh,PERSON
Dantaramgarh,ORG
RKSSS,GPE
Kabir Khan 's,PERSON
Atyutapuram,PERSON
Mahendra Pal,PERSON
FCV,ORG
Malir,GPE
Jagapathi Babu,PERSON
Babain,GPE
Nalgonda,ORG
Singh Dhaner,PERSON
Pune Municipal Corporation,ORG
Ghanawat,ORG
Chhara,GPE
Laxman Navaskar,PERSON
Sawna Public Health Centre,ORG
Bachchan,GPE
PRV,PERSON
Yashomati Thakur,PERSON
the Pradhan Mantriji,ORG
Satendra Kumar,PERSON
GD Kaliya,PERSON
Rangra,PERSON
the ministry of external affairs,ORG
Print Media Industry,ORG
Lucknow — Vineet Singh,ORG
Solidaridad,GPE
Alagondanahalli,ORG
Vivekanandan,GPE
accused--,GPE
Ellamadai,ORG
The Yavatmal District Congress Committee,ORG
Haryana ADGP,ORG
Akilesh,GPE
Palwan,ORG
Igatpuri,ORG
Barwala MLA,PERSON
Rs 8.16lakh,ORG
Somendranath Sengupta,PERSON
Prabhudas Manvar,PERSON
V Chandrasekhar,PERSON
Una Civil Hospital,ORG
Nehru,PERSON
Khatedari,ORG
All Goa Civil Contractors ’ Welfare Association,ORG
West Bengal,PERSON
Firoz Kheba,PERSON
Shiv Singh,PERSON
Bishnoi,PERSON
caterpillar,ORG
Adajan,GPE
All India Khet Mazdoor Union,ORG
Vishala Pandya,PERSON
Braj Mohan,PERSON
Darshan Singh Shivalil,PERSON
Umraya,GPE
Farmers (Empowerment and Protection) Agreement on Price Assurance and Farm Services Act,ORG
Kamalpura,GPE
Arhtiyas,PERSON
Bihar Congress,PERSON
V Mohan,PERSON
Bilaspur,ORG
Vidarbha,PERSON
Narendra Sawaikar,PERSON
Hardeep Khachar,PERSON
Nayana Gunde,ORG
Bhim Rao Am,PERSON
Deepak Kumar,PERSON
Haryana Police,PERSON
Baljinder,PERSON
Nadimuthu,ORG
the All India Mango Growers Association,ORG
Amrinder Gill,PERSON
Randhawa,PERSON
Indian Council for Agriculture Research,ORG
Varasgaon,GPE
Baldeo,GPE
Hathkesh,GPE
HPCL,PERSON
Ludhiana: College,ORG
the Agricultural Produce Market Regulations,ORG
The Code of Civil Procedure (Amendment) Bill,ORG
Damargidda,GPE
Katedan,GPE
Outer Ring Road,PERSON
P Uma Maheswari,PERSON
All India Kisan Mazdoor Coordination Sangharsh Samiti,ORG
Khadsangi,PERSON
Krishak Bandhu Scheme,PERSON
Rishab Jha,PERSON
UG,ORG
Sarbjit Singh,PERSON
Idukki,ORG
the PM Kisan Scheme,ORG
Kadabagere Cross,ORG
Satyanarayana Murthy,PERSON
Naran,GPE
John Deere,PERSON
Sankili,GPE
RSRTC,ORG
Shanti,PERSON
Jadeja,GPE
Dabhoi,ORG
Sham Arora,PERSON
Sushil Panwar,ORG
Indian Council of Agricultural Research’s,ORG
Bhavnagar,ORG
Shivadwaj Shetty,PERSON
Susan Sarandon,PERSON
Bellad,PERSON
Pankaj Bhatia,PERSON
B Srinivasa Reddy,PERSON
Afzalpur,GPE
the Ferozepur Press Club,ORG
Ravi Bhavan,PERSON
Khattar,ORG
Kuppichipalayam,GPE
Rajiv Chowk,PERSON
Palike,ORG
Jind-Bhiwani,PERSON
Pukkattupady-Chembaracky,ORG
Ashok Kondiba Sathe,PERSON
Jasbir Singh Kaler,PERSON
G O Bhoopathy,ORG
Tulip,ORG
Wadebolhai,GPE
Manoj Kumar Mehta,PERSON
Kichha,GPE
Van Panchayat Sangharsh,PERSON
Kisan Bhawan,PERSON
DAO,ORG
Pimpri,ORG
Lal Chand,PERSON
Singla Group,ORG
Bhunerheri,PERSON
Maharashtra state,ORG
Deva Patil,PERSON
Ekram Hussain,ORG
Bijnor SP,PERSON
Pinarayi Vijayan,ORG
Khammam,PERSON
Vishnukant,PERSON
Dharamshala,GPE
Sushil Khedkar,PERSON
Caranzalem,GPE
KHANNA,PERSON
Trivikram,ORG
MLA Sahnewal,ORG
Aroop Biswas,PERSON
Katol,GPE
All Kerala Pineapple Farmers Association,ORG
Halvinder,PERSON
the Ahmedabad Vegetable General Commission,ORG
Farm Services,ORG
Centre-Telangana,ORG
MLA Sarup Chand Singla,ORG
Arjun Prasad,PERSON
A Anilkumar,PERSON
Pravin Mahajan,PERSON
Uklana,ORG
Kurugodu,PERSON
Jammu & Kashmir,ORG
Bhagwat Karad,PERSON
Punjab and Himachal Pradesh,ORG
MLA Raghav Chadha,PERSON
Jagdeep Lamba,PERSON
C Karikalan,ORG
Kuthiran,GPE
BV Yadav,PERSON
Nitta Gelatin India Ltd,ORG
Bhoi Foundation,ORG
Nandgarh,GPE
Varghese Kannampally,PERSON
Devender Singh,PERSON
Amonkar,PERSON
Vanita Gedam,PERSON
Guru,PERSON
Badal Patralekh,PERSON
Gulab Singh,PERSON
Collem,GPE
the Bihar Agricultural University,ORG
ADC,PERSON
Maharashtra and Andhra Pradesh,ORG
Ram Nath Kovind,PERSON
Vadagaon,PERSON
Pravinjay Pandit,PERSON
Bijnor city,GPE
Baliyan,PERSON
V Kalaichezhiyan,PERSON
Satyaprakash,GPE
gram flour,PERSON
Shampara,GPE
vin,PERSON
Jambu,PERSON
Kumar Tomar,PERSON
Mayo,PERSON
Puja,ORG
Gordhan Mer,PERSON
Tulshudas Chodankar,PERSON
Jyeshta,PERSON
Sanjeev Kumar Balyan,PERSON
Daiyar,GPE
SHO Prabhakar Kenthura,PERSON
KATIHAR,ORG
Manerikar,PERSON
Guntur Urban SP Arif Hafeez,ORG
Aramco,ORG
West Midnapore’s,GPE
Parvatagouda Gaddigoudar,PERSON
BKU Ekta Ugrahan,PERSON
Prof Surinder Kumar,PERSON
Arvind Bellad,PERSON
MANGALURU,ORG
Nandini Chhabria,PERSON
Arif Mohammad Khan,PERSON
Kasganj district,GPE
protestors & press,ORG
Saturlim,PERSON
Ramulu,ORG
Ramesh Busanur,PERSON
Thiruparankundram,GPE
IFFCO,ORG
Old National Highway 48,ORG
10 Downing Street,ORG
KMNRMU,ORG
Kondal Reddy,PERSON
NSCI,GPE
Vijaykumar,PERSON
Manchar,PERSON
Muzaffar Ali Bablubhai,PERSON
Medgha Patkar,PERSON
Abhiman Vishvanath Ambadare,PERSON
Janu Mor,PERSON
Techton Buildcons Pvt Ltd,ORG
IHBAS,GPE
Dalit Bandhu,PERSON
Anil Antil,PERSON
Gufran Beig,PERSON
