entity,type
Gadde Butchaiah,PERSON
Harish,PERSON
Satyajit Khachar,PERSON
Shivaji Desai,PERSON
PHAGWARA,GPE
Tukum village,GPE
Yeknare,PERSON
A S Krishnamoorthy,PERSON
Yunus Shaikh,PERSON
Charpali,GPE
Nerial,ORG
Chaturvedi,PERSON
P K Joshi,PERSON
Bhavjit Singh,PERSON
Sushma,POL
Bhutari,PERSON
Peranai,GPE
Surathkal,GPE
Ravinder Rao,PERSON
Nilima Pawar,PERSON
Sattupally,GPE
SSP,ORG
Sayla Taluka,GPE
Thadagam,GPE
Navalagund,GPE
Jogulamba-Gadwal,GPE
Hanumanth Sagar,PERSON
Dholana,GPE
Anthony Moses Lawrence,PERSON
Maharashtra Real Estate Regulatory Authority,ORG
Manish Saini,PERSON
Ram Avtaar,DIR
Gurbachansingh Fauji,PERSON
Division 6 SHO,ORG
Kheti Bachao,PERSON
Nedar Dharmarajan,PERSON
Sewing Machine Development Club,ORG
Subhash Sudha,PERSON
Kurali,GPE
PTR H Rajamohan,ORG
Samkyukt Kisan Morcha,ORG
RSP,ORG
Rattan Mann,PERSON
DUSU,ORG
NDRI,ORG
Karnal Mandi,GPE
Prashant Bamb,PERSON
UP-Uttarakhand Sikh Organisation,ORG
JSERC,ORG
F2C,ORG
HDF,ORG
Gurdwara Reru Sahib,GPE
Poonia,PERSON
Kalicharan Suman,PERSON
Choubey sa,PERSON
Hindustan Zink Ltd,ORG
GMC,ORG
P V Arumugam,PERSON
Venkateshwara Hatcheries,ORG
Tihar,GPE
H S Oberoi,PERSON
Revolutionary Socialist Party,ORG
Somnath,GPE
Praveen Bansal,DIR
TS-Eamcet,ORG
Diem Agro LLP,ORG
Karauli,GPE
N Vijayasundaram,PERSON
the National Green Tribunal,ORG
Kapil Mohan,DIR
Kaushik Basu,PERSON
Sonu Gurjar,PERSON
Kumar Mutha,PERSON
Indira Gandhi Nahar Project,ORG
Ramanji Thakor,PERSON
Velliripatti,GPE
Ganadhipati Constructions Pvt Ltd,ORG
V Lingammal,PERSON
Ontario,GPE
Balwinder Singh,POL
Rakam Singh Saini,PERSON
PMPML,ORG
Pench,GPE
Karanpreet Singh,DIR
Ravindra Bhati,POL
Sanyukta Kisan Morcha’s,ORG
AMARAVATI,GPE
Amar Habib,PERSON
Kareli,GPE
Chunnilal Vishnoi,PERSON
the Central CEN Crime,ORG
Raidurg,GPE
Arizona University,ORG
"Centre for Innovation, Incubation and Entrepreneurship",ORG
Seraikela-Kharsawan,GPE
RG Pudur,GPE
S Gubendiran,PERSON
Poreiyahat,GPE
Bhogapuram,GPE
Satyanarayan,PERSON
Umesh Yadav,PERSON
the agriculture produce marketing committee,ORG
Praful Suvala,PERSON
Vinayavathi,PERSON
Gurnam Singh Chaurni,PERSON
HUDCO,ORG
Yogi Adityanath,PERSON
Bharartpur,GPE
KT Manjunath,PERSON
SCERT,ORG
the Goa state horticulture corporation limited,ORG
Tata Institute of Social Sciences,ORG
Harjit,PERSON
Dhananjay Bhusari,PERSON
Kollegal,GPE
The energy department,ORG
the Arignar Anna Sugar Mills,ORG
MKSC,ORG
the Dudh Udpadakh Saethkari Sangharsh Samiti,ORG
Bharatnagar,GPE
Mirdoddi,GPE
Baghpat,GPE
Chilkana,GPE
the Bharatiya Kisan Union-Bhanu,ORG
Arvin,POL
Press,ORG
Bakshi Ram,PERSON
TN Srinivas Sridharan,PERSON
High Range Samrakshana Samithy,ORG
GMCC,ORG
Rajesh Singh Bhadouria,DIR
MUZAFFARNAGAR,GPE
UN Mehta Institute of Cardiology & Research Centre,ORG
Perni Nani,PERSON
the Cauvery water management board,ORG
Chand,PERSON
Shivaji Sabhaji Adangale,PERSON
the Centre of I,ORG
India Women,ORG
Farkabad village,GPE
Ram Govind Chaudhary,PERSON
Asoli village,GPE
Nestor Rangel,PERSON
Pallava,PERSON
Saharsa,GPE
Varkala,GPE
Mubharak,PERSON
the Horticulture department,ORG
Dilip Buildcon,ORG
CSA,ORG
Shiralu,GPE
Rahul Baba,PERSON
Deepchand Kheria,PERSON
Nandur ghat,GPE
Srusti Patil,PERSON
PB Suresh Kumar,PERSON
Rahul Zamad,PERSON
Yellamma,PERSON
Manipur,GPE
Gunde,PERSON
Champawat,GPE
Lamba,PERSON
Sobanapuram,GPE
Bhakt Charan Das,POL
Amzad Pasha,PERSON
Karunakaran Nair,PERSON
Sankda,GPE
Dandeli,GPE
LS,ORG
Mota Barman,GPE
Narasimhanaickenpalayam,GPE
Atal Bihari Vajpayee,POL
Jalalu,GPE
Hemant,PERSON
Bhutada,PERSON
Naresh Tikait’s,PERSON
the Tamil Farmers Protection Association,ORG
Digras,GPE
SHG,ORG
the Central Institute of Subtropical Horticulture,ORG
Nagaland,GPE
Lallu,PERSON
the Rashtriya Swayamsevak Sangh,ORG
V Balakrishnan,POL
Pramod Mahajan,PERSON
Baljinder,PERSON
Bhadrachalam,GPE
Punjab Pradesh Congress Committee,ORG
Naam Tamilar Party,ORG
TDP,ORG
Sohil Vohra,DIR
Amkhera Sanjaypur,GPE
Nawle,PERSON
Bridesh Rajbhar,PERSON
Bharat Teraiya,PERSON
Mangli Prasad,PERSON
Lingampalli,GPE
Dagru village,GPE
Subhash Kaushik,PERSON
Sushil Khedkar,PERSON
Rythu Bandhu Samithis,ORG
Greater Hyderabad Municipal Corporation,ORG
Mokshagundam Visvesvaraya,PERSON
North Gujarat,GPE
P Venkata Swamy,PERSON
Jagjit,PERSON
Ramesh Mittal,DIR
The Poona Merchants’ Chamber,ORG
the Farmers Welfare Fund,ORG
CRRID,ORG
Gyan Chand Verma,DIR
Sangareddy,GPE
Allahabad,GPE
Taraporewala,PERSON
Jeewesh Kumar,DIR
Kirpal Singh Siau,PERSON
Ambala,GPE
Agriculture Market Produce Committee,ORG
Sumit Gupta,DIR
Kakatiya Urban Development Authority,ORG
Praveen Chand,DIR
YAD,ORG
Pravin Patodiy,PERSON
Ramelnagar,GPE
Sanjay Tungar,PERSON
Varangiya,PERSON
Nishan,PERSON
Bharwad,PERSON
Jayaprakash Narayan,PERSON
Jashanpreet Singh,PERSON
Kalicharan Gangwar,PERSON
Jabarjeet Singh,PERSON
Tarikode,GPE
Shrigonda,GPE
Thirthahalli,GPE
Nedumangad,GPE
Ritu Mittal,DIR
Madras HC,ORG
Mohammed Alliuddin,POL
Peddapalli,GPE
the Dharampeth Science College,ORG
Tuticorin,GPE
Sangwari,GPE
Charanjit Singh,DIR
Poriyahat,GPE
the Kisan Sangathan,ORG
Panag,PERSON
Trinamool,ORG
Shiv Sena’s,ORG
Rathwa,PERSON
Neryamanagalam,GPE
Taiyaab,PERSON
M K Aromatics Ltd,ORG
Haripur Jattan,GPE
the Krushi Seva Kendra,ORG
Vikesh Sagar,PERSON
S S Kulam,GPE
Deepika Padukone,PERSON
Sivaramakrishnan,DIR
this Sangam City,GPE
Changanassery,GPE
Nasir Metar,PERSON
Bundelkhand Organic Board,ORG
Mahesh Pal,DIR
Krishna Gowda,PERSON
Jal Board,ORG
D L Karad,PERSON
Tore,PERSON
Raipur,GPE
kisan andolan,PERSON
Mahabaleshwar,GPE
Moolangudi,GPE
Sohan Pal,POL
Pramod Kumar Joshi,PERSON
mufassil,GPE
Savadi,PERSON
the United Nations Development Programme,ORG
Karumandapam,GPE
Rokad,PERSON
Kisan,ORG
Chadha,PERSON
Mirgaon,GPE
NGT Southern Zo,ORG
Akshay Radikar,PERSON
Raji Reddy,PERSON
Harsh Sanghavi,PERSON
Perizaad Zorabian,PERSON
A Panneerselvem,PERSON
Thirukovilur,GPE
The directorate of agriculture,ORG
Balochistan,GPE
Rajiv Gandhi University of Knowledge Technologies,ORG
Vikas Shisher,PERSON
Punjab State Warehousing Corporation,ORG
Ravi Narain Mishra,PERSON
Delh,GPE
Nishant Rathi,PERSON
Kolkata Metro Rail Corporation,ORG
Oman,GPE
Kothiya,GPE
Oil Marketing Companies,ORG
Gulia Khap 84,ORG
Hatt,GPE
Vetri Nadaipodum Tamilagam,PERSON
the state development policy council,ORG
Ravindra Sawale,PERSON
Una,GPE
Suraj Mehetre,PERSON
Suryanarayana,PERSON
Nippulavaagu,GPE
NGO Civic Action Guild,ORG
Sivakasi,PERSON
Zadafiya,PERSON
the State Human Rights Commission,ORG
Jaganguda,PERSON
Loharu,GPE
Badal,GPE
KOTTAYAM,GPE
Ranga Reddy,GPE
Durga Prasad Yadav,POL
Dnyaneshwar Rakshe,PERSON
Aparna Malikar,PERSON
Western Coalfields Limited,ORG
Jagdeo Yadav,PERSON
Junnar,GPE
Laboratory,ORG
Miumiu,PERSON
Uttar Pradesh 's,GPE
the National Disasater Response Force,ORG
the Swaminathan Committee,ORG
Pankaj Kumar,DIR
Doraha,GPE
Arjun Ram Meghwal,POL
Kailas Bhosle,PERSON
Kaimla village,GPE
Vishnukant Chatapalli,PERSON
Sujith Karun,PERSON
Shivala,GPE
Devala,GPE
Thangam,PERSON
Mathura,GPE
Jhajjar,PERSON
Gawande,PERSON
Nalanda University,ORG
K. Chandrasekhar Rao,POL
Singla,PERSON
Khalsa,ORG
Tikari,GPE
Narcotics Control Bureau’s,ORG
Malavalli,GPE
Atmakur,GPE
MSRDC,ORG
Udumalpet,GPE
sanghatana,ORG
Khajuri village,GPE
Gandevi,GPE
Dhananjay,DIR
Balkrushna Kadam,PERSON
Akali Dal,ORG
Supriya Shrinate,PERSON
Jitendra Kumar,POL
Bharat Punarnirman abhiyan,PERSON
E Niranjan Reddy,PERSON
Jugraj Singh,PERSON
Piplani,GPE
C5 Infra,ORG
usin,GPE
Amonkar,PERSON
Apoorv Chawdhary,PERSON
Mohammed Shaikh,PERSON
S Somasundaram,PERSON
Madanuru,GPE
Kabutarwala,PERSON
Tanfed,ORG
Gaekwad Haveli,GPE
Borle,PERSON
Joshua D’Souza,PERSON
Sant Mohinderpal,PERSON
WH,ORG
MCC,ORG
Anoop Dhanak,DIR
Cholapur Mahesh Kumar Singh,PERSON
Sattari,GPE
Madavoor,GPE
the Pradeshik Cooperative Federation,ORG
Farmers ' Market,ORG
United Spirits,ORG
Subhash Siraguru,PERSON
Sankranti,GPE
Kudiyal,PERSON
Makaam,ORG
Joydeb Rana,PERSON
R&S,ORG
Manoj Jain,DIR
Eatala,PERSON
Nashik Range,GPE
Kuppanur,GPE
the State Law Commission,ORG
Mohammad Ali Jauhar University,ORG
Jamalpur,GPE
Wadali,PERSON
Sardarsahar,GPE
the Indian Engineering Services,ORG
Dussehri,GPE
Janta,GPE
Ravi,PERSON
Velusamy,GPE
Vishal Construction,ORG
MVA,ORG
Pachamadai,GPE
Virender Singh,POL
JD(U),ORG
Harishchandra Raut,PERSON
Nichatra Singh,PERSON
Appavu,PERSON
the Sugarcane Farmers’ Facilitation Committee,ORG
HPC,ORG
Lalgudi,GPE
Akola-Nandkhed,GPE
Bellad,PERSON
Tufts Universi,ORG
Urban Development and Housing,ORG
Khatoli,GPE
The All India Kisan Sabha,ORG
Varthur,GPE
Barhaini,GPE
Udaipur,GPE
Sankhat,PERSON
PSPCL,ORG
Kumara Swamy,PERSON
The Supreme Court’s,ORG
Panja Sahib,GPE
Rasik Malam,PERSON
J A Jayalal,PERSON
Sirla,GPE
Venkatesh M,PERSON
Rashtriya Lok Dal’s,ORG
Palvancha,GPE
R J Gohil,PERSON
Pradeep Kumar,PERSON
Kisan Sansad,ORG
Lachiram Tanda,GPE
Kesar,POL
Karond,GPE
Athiya Shetty,PERSON
BJP,ORG
Sachin Gupta,DIR
Matti,GPE
Maheshwar Reddy,DIR
Bhoopani,PERSON
Harkesh Singh,POL
W Bengal,GPE
"the Jaipur Municipal Corporation , Greater",ORG
Infam,ORG
Rashtrapati Bhawan,ORG
Georgetown,GPE
the National Highways Authority of India,ORG
Pushpa Khatri,PERSON
V K Soni,PERSON
Sarukkai village,GPE
Agar kisan nahin,PERSON
Achhe dina,PERSON
Menasinahal,GPE
Suresh,PERSON
Narendra) Modi,POL
the Central Marine Fisheries Research Institute,ORG
Kirti Raut,PERSON
Rajasthan State Seed Corporation Ltd,ORG
Harmeet,PERSON
National Agriculture Development Programme,ORG
IICT,ORG
Rayalaseema Medhavula Forum,ORG
Alwal village,GPE
Liliya taluka,GPE
Koride Mahesh Assembly,ORG
Bagmau village,GPE
ILFS,ORG
Arrur,GPE
Terakanambi,GPE
Siwan,GPE
Morcha,PERSON
Kurumbapalayam,GPE
S Natarajan,PERSON
Pikshandarkoil,GPE
Som Parkash,POL
Chandpur,GPE
Agricultural Marketing Committee,ORG
Yelnare,PERSON
Rizwan Siddiquee,PERSON
T Jeevan Reddy,PERSON
Deepender Singh Hooda,PERSON
Howeve,PERSON
Shetkari Kamgar Paksha,ORG
Gagan Bawda,GPE
The Tamil Nadu Irrigated Agriculture Modernization Project,ORG
Siddhye,PERSON
Agar Malwa,GPE
Daulatpur village,GPE
Mettukadau,GPE
Heritage,ORG
Ballarshah,GPE
Kohoka-Mokasa,GPE
Shivapur,GPE
Rayadurga,GPE
Patto,GPE
Krishnath Patil,PERSON
PATNA,PERSON
Baldev,PERSON
Mormugao Port Trust,ORG
Narayanpur,PERSON
Khairanti,GPE
YAVATMAL,GPE
Nerul,GPE
Chhath,GPE
AFP,ORG
Matiya,PERSON
Peddireddi Ramachandra Reddy,PERSON
FTCCI,ORG
Pune,GPE
Geeta Bhati,DIR
Gurthari village,GPE
MeeSeva,ORG
Sunita Vijay Bhavar,PERSON
Kamal Mahura,PERSON
Faradi,GPE
Pinhat,GPE
Nageshri,GPE
C K Saseendran,PERSON
Bir Devinder Singh,PERSON
MEERUT,GPE
Wakeshwar,GPE
Nakkubetta Small Tea Growers Association,ORG
Punjab Pollution Control Board,ORG
Janadhipathya Kerala Congress,ORG
Aajo Punjabiyo Punjab bacahiye,ORG
Varnama,GPE
Kokilankulam,GPE
Kannauj,GPE
Bihta,GPE
Thippiyakudi,GPE
Kurian,PERSON
Radadiya,ORG
Veerji Bhagat,PERSON
Sardulshahar,GPE
Ekta,ORG
Kalyanpura village,GPE
Adani,ORG
Vinod Chakravarti,PERSON
the joint electricity regulatory commission,ORG
Imamwada,GPE
ABKSS Kota,ORG
Dashmesh Nagar,GPE
Keesara RDO,ORG
Janpal Singh,POL
S Vijayakumar,PERSON
TPDK,ORG
Mayekar,PERSON
Dinesh Maheshwari,DIR
Avtar Singh Gehlewal,PERSON
CB Singh,PERSON
arthiyas,ORG
Ludhiana Improvement Trust,ORG
Guddu,PERSON
Panjab University,ORG
PRSC,ORG
Ramkrishna ‘Sudin’ Dhavalikar,PERSON
the Singur Krishijami Rakkha Committee,ORG
Samvad,GPE
Rohtak,GPE
Kannada,GPE
Yash,PERSON
Syedna Mufaddal Saifuddin,PERSON
Laxmibai Bhimrao Dadanje,PERSON
Singhera,GPE
Halia,GPE
The Jharkhand State Electricity Regulation Commission,ORG
Bhopala,PERSON
Balbir Singh Rajowal,PERSON
Siddharthnagar,GPE
Rawan,GPE
Pali,PERSON
Chunne Khan,PERSON
Satyaprakash Tiwari,GPE
the Maharajganj Vantangiya’s,GPE
Firhad Hakim,PERSON
West Bengal,GPE
Vivek Sonawane,PERSON
Rai Singh Nagar,GPE
UN Mehta Institute of Cardiology and Research Centre,ORG
K Prabakar,POL
Thoothukudi,GPE
Nayar,PERSON
Nitta Gelatin India Ltd,ORG
Behera Mounika,PERSON
Rajasthan Pradesh Congress Committee,ORG
Hardoi,GPE
Rapid Action Force,ORG
the Indian Council of Medical Research,ORG
AMBALA,GPE
Jeremiah LaRue,PERSON
Kureethra,PERSON
Jagir Kaur,PERSON
Sandeep Ojha,DIR
Devgn,PERSON
Anna,PERSON
Vasantrao Naik S,POL
mahagathbandhan,ORG
Ninder,GPE
Janjua,PERSON
Vazhakkulam,GPE
Dhirendra Singh,DIR
Gurudatta Bhakta,PERSON
Majitha,GPE
Barammana Gurikar,PERSON
Ditauli village,GPE
Krishi Bhavan,PERSON
Kannuaj,GPE
Kerala Bank,ORG
Organic India Private Ltd,ORG
Rajesh Singh,POL
Takli village,GPE
ISLAMABAD,GPE
Sridevi,POL
Punnalal Kevat,PERSON
SS Bhishma,PERSON
APSEEDCO,ORG
Francisco Sardinha,POL
Pariyur,GPE
Jhunjhunu,GPE
Old Mysuru,GPE
Meet Hayer,PERSON
the Modi Govt,ORG
B S Koshyari,PERSON
Bithuja village,GPE
The Vinayak Stree Shakti Sangha,ORG
Tandoor,GPE
Anna University,ORG
Nannilam,GPE
Vinayak Upare,PERSON
Malek,PERSON
S Raju,PERSON
SGPGI,ORG
Vishwajeet Singh,PERSON
the Metropolitan Police,ORG
Alathur,GPE
Meenu,PERSON
Dhiraj,PERSON
Anakapalle,GPE
Kailas Muktasa Kshetriya,PERSON
Baldev Singh Sandoha,PERSON
TARAN,GPE
BAKS,ORG
Shruti Haasan,PERSON
HYDERABAD/MULUGU,GPE
Kaluru,GPE
Bhoi,PERSON
The NMC Contractors’ Welfare Association,ORG
Barker,PERSON
KCB,ORG
Madurai/Trichy,GPE
Madan Mohan Jha,PERSON
Kajla Khap,ORG
P Murugan,PERSON
Anup Desai,PERSON
Khoda Vaghashiya,PERSON
Ugiyala,GPE
Jaiswal,PERSON
Danapur,GPE
Choti Chaupad,GPE
K Prakash Babu,PERSON
MSKPY,ORG
Ulhas Gaonkar,PERSON
Lalit Thummar,PERSON
the ministry of external affairs,ORG
Gajanan Gawande,PERSON
Bagni,GPE
G P S Kingra,PERSON
Vivek Masaal,PERSON
the Meenangadi Service Cooperative bank,ORG
Yavatmal,GPE
Amit Bhartiye,PERSON
Ranjodh Singh,DIR
Kailash Chaudhary,POL
Sri Muktsar Sahib,GPE
Naygaon,GPE
ICAR - Central Coastal Agriculture Research Institute,ORG
Sisar,PERSON
Arunachal Pradesh,GPE
Horticrop,ORG
Jagdish Prasad,POL
Pauri,GPE
Aklia,GPE
Laltu,PERSON
Manitha Valar Sangam,GPE
Nabarangpur,GPE
Christian United Federation,ORG
Reuters,ORG
Beeda,GPE
Palayam,GPE
Ditala,GPE
Narsing Rao,PERSON
VCK,ORG
District Central Cooperative Banks,ORG
Sukhdeo Singh,POL
Naushad Momin,PERSON
Rohitashav Sharma,PERSON
Samyukta Kisan Morcha,ORG
Balvinder Singh,POL
Atul Pradhan,PERSON
Siddharth Biswas,PERSON
Matar,GPE
the Agriculture Technology and Management Agency,ORG
Kailash Satpute,PERSON
SMA,ORG
Jagraon,GPE
Dayanand Medical College & Hospital,ORG
Harsha,DIR
Inam Mathur,GPE
Goenka,PERSON
Sikh Sangathan,ORG
Hassan,PERSON
Shirala,GPE
Dharoli,GPE
Oothupatti,GPE
Kawdhuji,PERSON
MoU.,ORG
Mahantesh Murgod,PERSON
Gulakni village,GPE
SAD-Badal,ORG
Kakumanu,GPE
GSDP,ORG
Bilari,GPE
Kiranjit,PERSON
Nethaji,PERSON
TIKRI,GPE
Harcharan,PERSON
Osian,PERSON
Mohpa village,GPE
The Aam Aadmi Party,ORG
Ashok Dalwai,PERSON
Seth,PERSON
Kunnam,GPE
Animal Husbandry and Veterinary Services,ORG
Jawan,GPE
Dhanpur,GPE
Glenn Ticlo,PERSON
Tejashwi,PERSON
Vishal Advaikar,PERSON
Narkhed,GPE
Apollo Hospital,ORG
Uddanapalli,GPE
Shanthi Social Services,ORG
Bardez taluka,GPE
Isha Sharma,DIR
Kesh Kumari,PERSON
Reengus,GPE
Sunhare,PERSON
Sita Bai Tadvi,PERSON
Krishi Vidnyan Kendra,ORG
Deep Sindhu,PERSON
Trivendra Singh Rawat,PERSON
Banondi village,GPE
Boralkar,PERSON
Khajuwala,GPE
G Rama Rajinikanth,PERSON
Manzoor,PERSON
Jagdeep Lamba,PERSON
Federation of Indian Chamber of Commerce and Industries,ORG
Rajapul,GPE
GV Ramanjaneyulu,PERSON
Sohna Municipal Council,ORG
BENGALURU/,GPE
Kharar,GPE
K Narasanna,PERSON
JIND,GPE
Hatharas,PERSON
Babu Gamara,PERSON
Junnu,PERSON
Chaudhary Ajit Singh’s,PERSON
Bajna,GPE
Hoshiarpur,GPE
Phanideep Karnati,PERSON
TIRUVARUR,GPE
Bharti Kisan Union,ORG
Ghanshyam Koli,POL
Asma,PERSON
Gursewak,PERSON
Shravani,PERSON
Garhwa,GPE
M Kanagaraj,POL
Mettupalayam,GPE
Vijayawada,GPE
Rajvindar,PERSON
Haldia,GPE
the Coimbatore Bar Association,ORG
Umesh Chandra Singh,PERSON
Dipak Kumar,PERSON
Godda,PERSON
TNCC,ORG
Rajal,PERSON
Akbar Shah,PERSON
JAMSHEDPUR,PERSON
Himmatpur village,GPE
Magallu village,GPE
Gajraula,GPE
Yogendra Yadav,POL
Rajajinagar,GPE
Sakthi,ORG
Anjali,DIR
Sukhdev Singh,POL
Model town,GPE
Datia,GPE
the Noida Authority ’s,ORG
Tamil Nadu Tea Development Corporation,ORG
Dayanand Sharma,PERSON
Hisar,PERSON
Reddipalayam,GPE
B,PERSON
Manisha Bishnoi,PERSON
DPCs,ORG
"The Himachal Pradesh Fruit, Vegetable and Flower Growers Association",ORG
Ajamal Nagar,GPE
P Mallesh,PERSON
Ekta Ugraha,PERSON
the Municipal Council of Sohna,ORG
Mahapanchayat,ORG
Surendra Kumar,PERSON
Gaondongrim,GPE
Gujarat Khedut Samaj,ORG
Shimsha,GPE
Jasdan,GPE
Bhanuda,PERSON
Khanna Arhityas Association,ORG
Longowal,GPE
SDO/JE,ORG
Wind World India,ORG
ITC,ORG
Ghora,PERSON
Prakash Kartam,DIR
Indian Medical Association,ORG
Borim,GPE
Puranpur Kotwali,GPE
Daiyat Murjhal,GPE
Sandeep S,PERSON
Handiaya,GPE
Mariydeeh,GPE
Kochariya Khedi,GPE
S Nesamani,PERSON
Saleh Mohammad,PERSON
Bari Bhujia,GPE
IOCL,ORG
Sohan Juwarker,PERSON
Kamalpur,GPE
Preetham,PERSON
Sailu,PERSON
Srivaikuntam,GPE
Divyang,GPE
Yadlapadu village,GPE
Aramco,ORG
Shunty,PERSON
RSSS,ORG
STOI,ORG
Preneet Kaur,POL
Goa,GPE
Sushma Sakarwade,PERSON
Marc,PERSON
Mona Jaiswal,PERSON
Vasco,ORG
The Agriculture Produce Marketing Committee,ORG
Noor Mahal,PERSON
Madhavpur Ghed,GPE
Rajiv Borle,PERSON
the Cotton Federation,ORG
Behrampur,GPE
Una taluka,GPE
Laabh Kaur,PERSON
Kotwali,GPE
Thirilogi,GPE
Somwar Peth,GPE
Shamsher Singh Numberdar,PERSON
The National Highways Authority of India,ORG
Sairam,GPE
Jivte Ramteke,PERSON
the Lasalgaon APMC,ORG
Khutade,PERSON
Kampli,GPE
Afzalgarh,GPE
Nimtouri,GPE
Kunwar Sen,POL
The Adivasi Academy,ORG
Bharatiya Kisan,PERSON
Sonegaon Bedge,GPE
the Sanjivani Sahakari Sakhar Karkhana Ltd,ORG
Azasar,GPE
Srinivas,PERSON
Dimbam,GPE
Rukhmini Giri,PERSON
Dan Singh,PERSON
Bhagat Singh’s,PERSON
GGPR College of Commerce and Economics,ORG
Pelavade,GPE
Sadashivand Mahaswamji,PERSON
Uttam Rajendra Vadavrao,PERSON
Thirupar,PERSON
Shubham Bhagwan Chavan,PERSON
Ravinder Singh,POL
Gandhi Nagar,GPE
Vasantha Krishna Prasad,PERSON
K Sengodan,PERSON
Rabindranath Tagore,PERSON
Janakpur village,GPE
Dadasaheb Bhuse,PERSON
Vijayabharathi,PERSON
Gulab Chand Kataria,PERSON
The Nagpur Municipal Corporation Contractors’ Welfare Association,ORG
Mahendra Singh Sisodia,DIR
Dashrath Kharana,PERSON
the HC Bench,ORG
Swarn Singh,POL
Jayanti,PERSON
Gayatri Parivar,ORG
Ernakulam-Angamaly,GPE
Mahan Seva Sansthan,ORG
the World Trade Organisation,ORG
Ajay,PERSON
Galwan,GPE
SB Pandey,PERSON
Dalaram,GPE
The Tamil Nadu Sugarcane Farmers Association,ORG
Genetic Engineering Appraisal Committee,ORG
George,PERSON
ADC,ORG
Chari village,GPE
Naresh Patel,PERSON
North 24,GPE
Amarjeet Dhanda,PERSON
Amarinder Singh Raja Warring,PERSON
Goyla village,GPE
N Nageswara Rao,PERSON
Bhatia Toll Naka Sangarsh Samiti,ORG
Hongasandra,GPE
Chakar,GPE
Amrut,ORG
Mangalore Urban Development Authority,ORG
Akilpur,GPE
Vidisha,GPE
Prabal Pratap Singh,PERSON
Mukarba Chowk,GPE
KIMS hospital,ORG
Indira Gandhi,POL
Roorkee,GPE
Satya Prakash Tripathi,PERSON
Sadanand Shet Tanavade,PERSON
Tennur,GPE
Badli,GPE
Amitabh Bachchan,PERSON
Narendra Parmar,PERSON
Malvan,GPE
the Reserve Bank of India,ORG
R Rameshbabu,PERSON
Rasoi Dhaba,GPE
PMCH,ORG
Vikas Singh,DIR
Kud Gunderpur,GPE
Valsaravakkam,GPE
Kodangal,GPE
Vyttila,GPE
Thirukkattuppalli,GPE
Kotesing Vasava,PERSON
Lakhbir,PERSON
Gurjinder Singh Romana,PERSON
the National Disaster Response Fund,ORG
Shridungarpur,GPE
Anand Agricultural University,ORG
K Keshav Rao,POL
Brijlal Ahirwar,PERSON
disaster management department,ORG
Kharadi,GPE
Madan Meena,PERSON
Shamsher Rana,PERSON
Pankaj Bhatt,DIR
Vadgam,GPE
Nishan Sahib,PERSON
Andheri,GPE
Saurahtra,GPE
Mridula,PERSON
Shatabdi Express,ORG
Rajula,GPE
Diamond Harbour,GPE
Pandharpur,GPE
FATEHABAD,GPE
Swami Yatishwarand,PERSON
Prem Singh Chandumajra,POL
GGI,ORG
The Samyukta Kisan Morcha’s,ORG
Special Investigation Team,ORG
Pagdi Sambhal Jatta,ORG
Thorakkudi,GPE
Jarnail Singh Bhindranwale,PERSON
Bharatiya Kisan Union Ekta Sidhupur,ORG
Danoda Kalan,GPE
Shivaji Society,ORG
Congress Legislature Party,ORG
Tondarpur,GPE
KM Gamanagatti,PERSON
Pazhavaru Ayakattar Association,ORG
The Met,ORG
Mulgao,GPE
BKU Ekta Sidhupur,ORG
Rahim,PERSON
Koluthuvallil,PERSON
Bhima Koregaon,GPE
Rafiapur,GPE
Raj Harisingh,PERSON
Pooja Bhatnagar-Mathur,PERSON
Atal Innova,ORG
Aerawat,ORG
Mohammed Basu Mia,PERSON
Desh Raj Pal,PERSON
@BRajewal,ORG
Andhra Pradesh Capital Region Development Authority,GPE
Haridwar-Amritsar Express,ORG
Mathesh,PERSON
CEEW,ORG
Ammanpudur,GPE
Agriculture and Allied Sectors,ORG
Jatusana,GPE
Goenche Shetkar,PERSON
Atmanirbhar Bharat,ORG
N Karthik,PERSON
Jagdev Singh,DIR
Erode,PERSON
Nankana Sahib,GPE
Vaid,PERSON
D’Mart,ORG
K N Nehru,PERSON
Farmers ’ association,ORG
Jobner,GPE
Shubhangi Vaingankar,PERSON
Abdus Sattar,PERSON
Sony Thomas,PERSON
Umrer,GPE
Kisan Ekta Sangh,ORG
Chitrakoot,GPE
Kranti,PERSON
GB Pant University of Agriculture & Technology,ORG
Kisan Andolan Samarthan Samiti,ORG
Samsher,PERSON
CRR Committee,ORG
Ganihar,GPE
Qazi Nizamuddin,PERSON
Yudhvir Rana,PERSON
Abul Khurana,GPE
Vanagam,GPE
Kuzhumani,GPE
Suresh Koth,PERSON
Singhvi,PERSON
Kundu,PERSON
Devesh Chaturv,PERSON
Basavaraju,DIR
Yono,ORG
Galla Jayadev’s,POL
Mission Punjab,ORG
Vadu,GPE
Umesh Malik,PERSON
Aravindan,POL
Charkhi Dadri,GPE
Ashok Gupta,DIR
Addanki,GPE
Arpan,ORG
Patra,PERSON
Magadh,GPE
SSNL,ORG
Sukhminder,PERSON
Janapalli,GPE
The National Dairy Development Board,ORG
Chetan Kapadnis,PERSON
Anandwali,GPE
KAU,ORG
