Entity,Type
Anurag Srivastava,PERSON
Nagarjuna Sagar,GPE
Paigude,PERSON
Banda Singh Bahadur,PERSON
Bajaj Nagar,GPE
Lakhowal,GPE
Dalbr,PERSON
Khan,PERSON
Chinnamanaickenpalayam,GPE
S Somasundaram,PERSON
Kahalgaon,GPE
Sanjeev Hans,PERSON
Melavattam,GPE
Nigdi,GPE
Mohan Lal,PERSON
Ramniwas Singh,PERSON
Trichy West,GPE
Wadner,GPE
Nalattinputhur,PERSON
Ghaziabad--,GPE
U-20,ORG
Maharashtra Rajya Mathadi Transport,ORG
Padmakar Ghanwat,PERSON
Bhironda,GPE
Vemula,GPE
Gurinder Singh Warring,PERSON
Jamalpur,GPE
the Best Price,ORG
SZKSS,ORG
Mandi Kalan,GPE
Nikhil Dey,PERSON
Manchar,GPE
B S Rajewal,PERSON
KSRTC,ORG
P Mallesh,PERSON
SuMO,ORG
Melukote,GPE
Kachanam,GPE
Doordarshan,ORG
Mararikulam,GPE
Jang Singh Bhateri,PERSON
Girnar,GPE
the Bank of India,ORG
Gopalpur village,GPE
Jaswinder Thukral,PERSON
Ritesh,PERSON
Arvind Dhawan,PERSON
the All India Kisan Coordination Committee,ORG
the Fifteenth Finance Commission,ORG
Khiali Chahla,GPE
Sambit Patra,PERSON
Mandis,ORG
Dhanarua,GPE
Sangwari,GPE
Santosh Gupta,PERSON
Raibari Mahuyawa,GPE
Amar Kale,PERSON
Pramod Yadav,PERSON
Chikhali,GPE
Kurian,PERSON
Pala,GPE
Sanjivani Cooperative Sugar Factory,ORG
R Chithra Devi,PERSON
the Gujarat Revenue Tribunal,ORG
Andhra Pradesh,GPE
Dakha,GPE
Chidanand Savadi,PERSON
AL Tikle,PERSON
Sawarn Singh,PERSON
P Ashokumar,PERSON
Mandoli,GPE
Solid Waste Management,ORG
Jaya,ORG
Daulat Desai,PERSON
Kanwalpreet Singh Pannu,PERSON
Charpokhari,GPE
Baandhewa,GPE
Ahlawat,PERSON
Jaiveer Yadav,PERSON
Manoj Singh,PERSON
Thoppu N D Venkatachalam,PERSON
J Nivas,PERSON
Martyr,PERSON
Mer,PERSON
Narinder Singh Kang,PERSON
Jamait Islami-E-Hind,ORG
Pallavi M Baldev,PERSON
Patiala BKU,ORG
Ramesh Pathade,PERSON
Operaton Shakti,ORG
DB Naik,PERSON
Neyveli,GPE
Grewal,PERSON
Kethanur,GPE
the Spices Board,ORG
Civil Lines,GPE
Mainkar,PERSON
Velayudham,PERSON
the Animal Husbandry Infrastructure and Development Fund,ORG
Baja,PERSON
Chinnapettu Kanapalli,GPE
Ramalingam,PERSON
Sahane,PERSON
Vidholi village,GPE
Knitwear Club,ORG
Virat Kohli,PERSON
NGO Civic Action Guild,ORG
The All-India Kisan Sabha’s,ORG
Sristy Agrawal,PERSON
Vangapally village,GPE
Research Design and Standards Organisation,ORG
Mahan Dal,ORG
Vishnu Misal,PERSON
Kanye,PERSON
Mukkudal,GPE
Rananjay Singh,PERSON
Jyotiraditya Scindia,PERSON
Kanjampatti village,GPE
Kanwaljeet Singh,PERSON
Rinku,PERSON
Trichy city,GPE
Anna Hazare,PERSON
Balod,GPE
the Nagarfort Hospital,ORG
Barshitakli,GPE
Kurichi,GPE
Gardud block,GPE
Comptroller and Accountant General,ORG
Kerala Agricultural University,ORG
All India Adi-dharam Mission,ORG
Narendra Modi ’s,PERSON
PWD,ORG
Keelmugam,GPE
Goenka,PERSON
Santosh Sonawane,PERSON
Viju Krishnan,PERSON
J B Subramaniam,PERSON
Errabelli Dayakar Rao,PERSON
Premnarayan Raikwar,PERSON
Subramaniam,PERSON
Sholavandan,GPE
Ilakkiya Kazhagam,GPE
Kirtiraj Naik Gaunkar,PERSON
Neeraj Bapna,PERSON
UNDP-India,ORG
Simdega,GPE
Ludhiana Customs House,ORG
Rekha Dudhbhate,PERSON
Indian Council for Research on International Economic Relations,ORG
Firozpur,GPE
Shimoga,GPE
Kalamna Market,GPE
Thiruvenkitampalayampudur,GPE
Pulpally,GPE
Gurch Singh,PERSON
T Mangudi,GPE
Manora,GPE
Jahirnaickenpalayam,GPE
P Vijay,PERSON
Tariq Manzoor,PERSON
UP Police ’s,ORG
Narpath Kumar Purohit,PERSON
Yogi i,PERSON
Dinkar Patil,PERSON
Govind,PERSON
Nasrali,GPE
CMPDI,ORG
Syed Imran Masood,PERSON
K Bharathi,PERSON
Akhil Bharatiya Kisan Sabha,ORG
Kuzhur Wilson,PERSON
Iqbal Chahal,PERSON
Navagam village,GPE
Keshav Dev Maurya,PERSON
Alagiri,PERSON
Ti,PERSON
Saheb Singh Sekhon,PERSON
Mohammed Basu Mia,PERSON
SP,ORG
Dutta,PERSON
Hindustan Zink Ltd,ORG
Jaitala,GPE
Khet Singh Bhati,PERSON
Khandsa,GPE
Bhakodar,GPE
Mallikarjun Kharge,PERSON
BKS,ORG
Karnataka Industrial Areas Development Board,ORG
Delhi Disaster Management Authority,ORG
Kang,PERSON
Rajajinagar,GPE
Rasoi Dhaba,GPE
The Food Corporation of India,ORG
Patiala,GPE
C Vimala,PERSON
Dhawal,PERSON
GDCL,ORG
UP Kisan Congress,ORG
Santosh Rawat,PERSON
Basavaraj Masto,PERSON
PERNEM,GPE
Sukhdarshan Natt,PERSON
Pratima Mondal,PERSON
Ummukulu MA,ORG
Kotla,GPE
Housing for All,ORG
Rajesh Shetty,PERSON
Khublal Pandit,PERSON
Anil Deshmukh,PERSON
Ninasam,ORG
Simplex Infrastructures Ltd,ORG
Amar Singh,PERSON
M Chalama Rao,PERSON
Secunderguda,GPE
Hiraman Kotgale,PERSON
Saraswathi,PERSON
( Avichal Chaturvedi ),PERSON
Sukumar Ghosh,PERSON
Myuru,GPE
Bhartiya Kissan Union,ORG
Balasore,GPE
SEB,ORG
Roji Augustin,PERSON
Hisar SP,ORG
Modi,ORG
", Anshuman Sharma",PERSON
Nuapada,GPE
Uppala Prasada Rao,PERSON
Savarkundla,GPE
Panshet,GPE
V Kumar,PERSON
the Pimpri Chinchwad Municipal Corporation,ORG
Ramkishan,PERSON
Deepak Khatal,PERSON
International Union for the Protection of Plant Varieties,ORG
Indukala Chauhan,PERSON
Pradhan,PERSON
Nirlipt Rai,PERSON
Rythu Bandhu Samithis,ORG
Bhupat Vala,PERSON
Fr Patricio Fernandes,PERSON
Manisha Sidam,PERSON
Brahmagiri,GPE
Prasanna Kumar Reddy,PERSON
KORHA,GPE
Jaswinder Singh,PERSON
Aerospace SEZ,ORG
Praveen Nasa,PERSON
Kitab Singh,PERSON
Myanmar,GPE
Deglur,GPE
RSS,ORG
Pankaj Yadav,PERSON
Manju Kachchap,PERSON
Darshanpal,PERSON
Extinction Rebellion,ORG
Sukhbir Badal’s,PERSON
Prince,PERSON
Charkhi Mor,GPE
Kanu Kalsariya,PERSON
Indira Gandhi Government Medical College and Hospital,ORG
Kotfatta,GPE
KGCA,ORG
Nashik Road,GPE
Manjula,PERSON
Kanta Nayak,PERSON
Erode di,GPE
Kandela village,GPE
SRIGANGANAGAR,GPE
IMD,ORG
the Supreme Court ’s,ORG
Amit Tyagi,PERSON
Nagla Singhi,GPE
Mohite,PERSON
Mancherial,GPE
The Velliangiri Uzhavan Producer Company Limited,ORG
Veer,PERSON
Dakshinpuri,GPE
Sardarshahar,GPE
Amit Mandal,PERSON
Janapalli,GPE
Papanasam,GPE
Illinois,GPE
Mewat,GPE
Andhiyur taluk,GPE
Sahamati,ORG
Adhoda village,GPE
Badliya,GPE
Mangudi,GPE
Thothi Mooppan,PERSON
Kisan Union’s,ORG
Nulsoor,GPE
Balwan Poonia,PERSON
Dushyant Chautala,PERSON
Ram Kisku,PERSON
JP Chaudhary,PERSON
Priyanka,PERSON
Tadsar village,GPE
Tigipur,GPE
Shravan Ingale,PERSON
Kamal De,PERSON
Bhagwat Karad,PERSON
Babu Gamara,PERSON
Samaj,ORG
Nalanda,GPE
Duronto Express Special,ORG
R Sivanantham,PERSON
PATNA,GPE
Chapar,GPE
Rajendra Singh,PERSON
Kirankumar Johare,PERSON
BJP Kisan Morcha’s,ORG
Revenue,ORG
Bhopalgarh,GPE
Kalaignar,PERSON
the Sabarkantha District Consumer Dispute Redressal Forum,ORG
Sonu Vijay Bhavar,PERSON
Shivraj,PERSON
PSE,ORG
Varanasi Development Authority,ORG
Prem Singh Chandumajra,PERSON
Dongli,GPE
Prashant Pawar,PERSON
Jaideep Hardikar,PERSON
Lalit Thummar,PERSON
Panchayat Samiti,ORG
Ravi Naik,PERSON
Ghaghor,GPE
TOI,ORG
Anavilasom,GPE
Shivkumar N,PERSON
ReBirth Foundation,ORG
Punjab Kisan Union,ORG
Bundi,GPE
Mapusa,GPE
Katra,GPE
R Murugan,PERSON
CNMCH,ORG
Rajeev Awale,PERSON
Dnyandeo Wakure,PERSON
Suresh Gautam,PERSON
Sanyukt Samaj Morcha,ORG
Sangle,ORG
N G Man,PERSON
Kannauj,GPE
Tummala Snikitha,PERSON
Karur,GPE
Shubham,PERSON
Chauhan,PERSON
Momin,PERSON
The Haryana State,ORG
Mahabeej,GPE
Sildar,PERSON
Baruipur,GPE
Hazira,GPE
Kittusamy,PERSON
Saleem,PERSON
Narsing Rao,PERSON
P Ayyakkannu,PERSON
Hassan,PERSON
Kambrekar,PERSON
the Government Medical College and Hospital,ORG
Irshad Ahmad,PERSON
Pushpinder Singh Chopra,PERSON
Perry,PERSON
Naik,PERSON
We,ORG
Halenahalli,GPE
K J Chaudhary,PERSON
Gopi,PERSON
Thiruparankundram,GPE
Sudha,PERSON
Vijayabharathi,PERSON
Rout,PERSON
Dakaunda,ORG
Rajyavardhan Singh Rathore,PERSON
Mahisekar,PERSON
N S P Vetri,PERSON
Ev,PERSON
Malliyam Manjalaru,GPE
the Laila Sugar Factory,ORG
Yashwant Guddu Rahangdale,PERSON
Mandeep Singh f,PERSON
Modiji,PERSON
Bagha Purana,GPE
Gundur village,GPE
Satna Kasimpur,GPE
Yadlapati Raghunatha Babu,PERSON
All India Congress,ORG
Regional Agricultural Research Center,ORG
Saamana,ORG
Gursab Singh,PERSON
Kaithamukku,GPE
Shekaran M,PERSON
the All-India Kisan Mahasabha,ORG
Manoj Yadava,PERSON
Balasaheb Bajare,PERSON
Jagdanand Singh,PERSON
APEDA,ORG
K Chandraiah,PERSON
Arun Singh,PERSON
D Navaneethan Gopalakrishnan’s,PERSON
Reliance Insurance,ORG
Leelavathi,PERSON
SFPC,ORG
Hongahalli,GPE
S Sudhindranath,PERSON
Bithuja village,GPE
Kirti Kissan Union,ORG
the Indian Parliament’s,ORG
Shehri Panchayat,GPE
Sikarwar,PERSON
Polytechnic,ORG
Pushkar Mallikarjun,PERSON
Reddy,PERSON
Green Crusaders,ORG
Bharat Bandh,ORG
Shete,PERSON
Thor,GPE
Narayana Multisp,PERSON
Dedicated Covid Hospital,ORG
Manchu Township,GPE
Rakesh Pawar,PERSON
Nampally,GPE
V P Singh Badnore,PERSON
Rathod Gopal,PERSON
Sujith Karun,PERSON
Dongrim-Neura,GPE
Damargidda,GPE
Cauvery Delta Farmers’ Association,ORG
BRKS,ORG
N Anand Venkatesh,PERSON
Moku Venkat Reddy,PERSON
Metro,ORG
Suraj Mal,PERSON
Ibrahimpatnam,GPE
Jalandhar Potato Growers Association,ORG
Pyarelal,PERSON
Yogesh Ghodke,PERSON
Akhil Bharitya Kisan Manch,ORG
Vaibhav Jagtap,PERSON
S Govindan,PERSON
Anand Nagar,GPE
Akash Varangiya,PERSON
moong,GPE
Wallmart-Best Price,ORG
Kumili,GPE
Ramrao,PERSON
Indrajit Mahanty,PERSON
Nadda,PERSON
the Jal Shakti Ministry,ORG
Balota,GPE
Nogama village,GPE
Binod Singh,PERSON
BKU Krantikar Punjab,ORG
Derabassi,GPE
Pokkali Land Development Authority,ORG
Bonta Sateesh,PERSON
The Union government,ORG
Adloor Yellareddy,GPE
Venkatachalapuram,GPE
Haribhau Bagde,PERSON
Sharad Pawar,PERSON
Edappadi Palaniswami’s,PERSON
Mani Ratnam,PERSON
Pednekar,PERSON
Vietnam,GPE
Parawada,GPE
the Ministry of Jal Shakti,ORG
Anup Bisht,PERSON
Sanjeev Baliyan,PERSON
Shrinivas Bhar,PERSON
Burari,GPE
D Sammaiah,PERSON
Hara Bania,PERSON
Dhananja,GPE
Burdwan,GPE
Ahmedabad,GPE
Punjab Agricultural University,ORG
Phul,PERSON
Niti Aayog,ORG
D Narasimha Reddy,PERSON
Karnataka State Contractors’ Association,ORG
Pathri,GPE
Kasola Chowk,GPE
the Municipal Council of Sohna,ORG
Shamsuddin,PERSON
All India NEET,ORG
Chaudhary Ajit Singh’s,PERSON
Dakshina Kannada District Congress Committee,ORG
Mohammadwadi,GPE
Chhota Udepur,GPE
Longowal,PERSON
Vaishali Nagar,GPE
The Maha Krishi Urja Abhiyan,ORG
Narsan Kalan,GPE
N Somasundaram,PERSON
netizens,ORG
Utthan,ORG
Dhami,PERSON
Pissurlem,GPE
Kamatwade,GPE
V Mangudi,GPE
Gir,GPE
Union government,ORG
Sudha Narayanan,PERSON
Kishore,PERSON
AIMTC,ORG
Haroon,PERSON
Raghav Chadha,PERSON
Irusavadi,GPE
Santu Bodke,PERSON
Uttarakhand Kisan Morcha,ORG
WH,ORG
Podanur,GPE
Kattoor,GPE
Prabhakar Kenthura,PERSON
D B Gupta,PERSON
The Mining and Geology department,ORG
Institute of Rural Management Anand,ORG
Avnita,PERSON
Singapore,GPE
Chapra,GPE
B.C.,ORG
", Pramod Kumar",PERSON
Bhatt,PERSON
Nageshri,GPE
the All India Congress Committee,ORG
Scotland,GPE
Siwan,GPE
Mahalingapuram,GPE
Karumanchi Phakiraiah,PERSON
Rakesh Fagoria,PERSON
Nizamuddin Khan,PERSON
Bhupender Jaglan,PERSON
Haryana Kisan Manch,GPE
Awanish Kumar Awasthi,PERSON
Pentonville,GPE
the Bureau of Civil Aviation Security,ORG
The Paithan Left Bank Canal System,ORG
TimesView,ORG
Sukhwinder Singh,PERSON
Veeran,PERSON
Challur,GPE
Rajkumar Choudhary,PERSON
Tushar Jani,PERSON
Pasiana,GPE
Arif Mohammad Khan,PERSON
Sardar Vallabhbhai Patel,PERSON
", JP Chaudhary",PERSON
Savaramma,PERSON
Gandra Venkata Ramana Reddy,PERSON
Boriyavi,GPE
the Intergovernmental Panel on Climate Change,ORG
Chaugurji,GPE
Mukund Arun Mane,PERSON
Bhojabedi,GPE
Aavin,ORG
Kittuchami,PERSON
Aggarwal,PERSON
Abhishek Yadav,PERSON
Sadhu Singh,PERSON
Narayan Reddy,PERSON
cooperative,ORG
Jitu Vaghani,PERSON
Manohar Parrikar,PERSON
Naugachia,GPE
the market committee,ORG
Balluru,GPE
KMSC,ORG
BIKANER,GPE
Panja Sahib,GPE
the Indian Farmer Fertilizer Cooperative,ORG
Shanthakumar,PERSON
Ashok Reddy,PERSON
Dipak Nakrani,PERSON
Pillai,PERSON
Bercha,GPE
the Goa Horticulture Corporation,ORG
Jagar Singh Bajwa,PERSON
New Delhi-Moga Express,ORG
Mahindra Samruddhi Foundation,ORG
PILIBHIT,PERSON
Lusala village,GPE
MRCMPU,ORG
Doon,GPE
Sanyukt Kishan Morcha,ORG
Chak Hakim,GPE
Kuausmedia,ORG
Jeeyapuram C Kokila,PERSON
Kasturba Hospital,ORG
Senthil Avoodai K Raj S,PERSON
Maragatham,PERSON
Kaithode,GPE
Pradeep Paliwal,PERSON
Salve,PERSON
The All India Agricultural Workers Union,ORG
Raju Desale,PERSON
Kailash Kher,PERSON
Radhakrishna Mhetre Sharda Raut,PERSON
Keeladi,GPE
Boriyach,GPE
the Samyuk Kisan Morcha,ORG
Dailbagh Singh,PERSON
Malladi Vishnu,PERSON
Khurja,GPE
Kul Hind Kisan Federation,ORG
Poonam Redhu,PERSON
K Shanmuga Sundaram,PERSON
Madukkarai,GPE
Jaswinder Singh Brar,PERSON
Pratap Singh Singhvi,PERSON
IP Singh,PERSON
Nade,PERSON
Poolavari,GPE
", Reeta Singh",PERSON
Danve,ORG
MSP,ORG
Chiroli,GPE
Vishnu Ganesh Pingle,PERSON
NCC,ORG
Asaudha,GPE
Saibaba Colony,GPE
Sahajanand,GPE
b,ORG
Jagbir,PERSON
Karnataka Prantha Raitha Sangha,ORG
K Marammal,PERSON
Patiram,PERSON
Mohammed Ali Shabbir,PERSON
Ranastalam,GPE
range forest,ORG
BKU Ekta-Ugraha,ORG
Sajjapuram village,GPE
CRRID,ORG
the Civil Aviation Ministry,ORG
Janta Trading Company,ORG
S Davidson Devasirvatham,PERSON
Dehlon,GPE
Manvendra Singh,PERSON
Amareveer Singh Bhullar,PERSON
Kasulabad,GPE
Congress Legislature Party,ORG
JP Dalal,PERSON
S S Palanimanickam,PERSON
Devlali,GPE
L Venkatram Reddy,PERSON
Bachittar Kaur,PERSON
Mandatai,PERSON
Pinpar,GPE
B Vankata Ram Narsaiah,PERSON
Gokul,GPE
Rajendra Prasad Central Agricultural University,PERSON
Subba Rao,PERSON
Central Institute of Post Harvest Engineering Technology(CIPHET,ORG
Samakka,PERSON
Perumal,PERSON
Aadesh Titarmare,PERSON
RMC Yard,ORG
the Kisan Mazdoor Mahapanchayat,ORG
Bogampatti,GPE
Sursura,GPE
Bundelkhand Organic Board,ORG
Ayilai S Sivasuriyan,PERSON
Dipankar Saha,PERSON
Baka,PERSON
Kheri Shishgara,GPE
Yelagiri,GPE
ALLAHABAD,GPE
Rae Bareli,GPE
AA,ORG
Veganoor,GPE
Shirvade Phata,GPE
Ghansawangi,GPE
an Unorganised Sector Workers Welfare Board,ORG
La Socorina,ORG
Prashant Koushik,PERSON
NAFED,ORG
Ilavangal village,GPE
Randeep Singh Deol,PERSON
Prasahant Bhushan,PERSON
Jeetu Maddhesia,PERSON
Rajkot B,GPE
BBMP,ORG
NRCSS,ORG
Kandavayal,GPE
the Bombay High Court,ORG
the Delhi Legislative Assembly,ORG
V S Sunil Kumar,PERSON
Molpha,PERSON
Poulomi Estates,ORG
Aliganj,GPE
Ga,PERSON
Nagaram,GPE
Kurumbapalayam,GPE
Kisan Satyagraha Andolan,ORG
Shankarpally,GPE
Shyam Paliwal,PERSON
Shivaji Mane,PERSON
Triloki Tyagi,PERSON
M Muthumallesh,PERSON
SAD-BJP,ORG
Rajankar,PERSON
IIPA,ORG
the PM Kisan Scheme,ORG
The All India Farmers’ Struggle Coordination Committee,ORG
Tata Institute of Fundamental Research,ORG
Swaroopa,PERSON
Bojya thanda,GPE
Dallas,GPE
Nagesh Kal,PERSON
Food and Agricultural Organization,ORG
KM Chaitanya’s,PERSON
Chandu Khamani,PERSON
Paka Sai Santhosh,PERSON
Rajesh Khirsagar,PERSON
K Bhasi,PERSON
D L Karad,PERSON
Reldi village,GPE
CPI (ML,ORG
a Spice Board,ORG
T K Ashraf,PERSON
the Maharashtra State Agricultural Marketing Board,ORG
the Indian Army,ORG
All India Power Engineers Federation,ORG
Kallandiri,GPE
Chest Hospital,ORG
Chautala,GPE
Nammakal,GPE
Azossim-Mandur,GPE
Vijay Sethupathi,PERSON
Tanda village,GPE
Kulwant Singh Malhi,PERSON
Marungapuri,GPE
Chamaria village,GPE
Great Mission Group Consultancy,ORG
Reliance Industries Ltd,ORG
Ashutosh Kumar,PERSON
Chikkaballapur,GPE
Navdanya,ORG
the Vasantrao Naik Marathwada Agricultural University,ORG
Govandi,ORG
Govind Dotasra,PERSON
Kuhi,GPE
Raosaheb Danve,PERSON
MoA&FW,ORG
National Highway and Infrastructure Development Corporation Ltd,ORG
Mulshi,GPE
the National Working Group of AIKSCC,ORG
Bhupinder Hooda,PERSON
Indian Institute of Oil Palm Research,ORG
Awantika Jaiswal,PERSON
Suraj Mandhare,PERSON
Sahayal,GPE
Shiv Kumar Kakkaji,PERSON
Thullur village,GPE
Vicky Mahawar,PERSON
Bhagat Singh’s,PERSON
Bhartiya Kisan union,ORG
Subhash Dattatreya Desai,PERSON
Janadhipathya Kerala Congress,ORG
the Bharatiya Kisan Mazdoor Sangh,ORG
Thayanur,GPE
Chandigarh-,GPE
Nadubhai Patel,PERSON
SN Singh,PERSON
Trivandrum,GPE
GSEPL,ORG
Lokesh Gupta,PERSON
the ministry of road transport and highways,ORG
Kajri Gurudwara,GPE
Kotda Koda,GPE
John Paul II,PERSON
Ranjodh Singh,PERSON
Banda,GPE
LPF,ORG
Mansa,PERSON
Amritsar Rural,ORG
arhityas,ORG
Bardoli,GPE
the Horticulture College and Research Institute,ORG
Bakiyalakshmi Thiruneelakandan,PERSON
Gurdwara Reru Sahib,GPE
Central Pollution Control Board,ORG
AICSCC.Protests,ORG
Panchmahal,GPE
Baba Mastnath University,ORG
Momita Basu,PERSON
Ajay Singh,PERSON
Dhyani,PERSON
Anyartholu,GPE
Tikari,GPE
Raja Dudhbale,PERSON
OMFED,ORG
Darryl D’Souza,PERSON
Visakha South,GPE
the Krushi Vigyan Kendra,ORG
Ghorad,GPE
Sharda Uikey,PERSON
Piparia Karam,GPE
PAU,GPE
Capacite Infraprojects Ltd,ORG
Sarfaraz Malek,PERSON
Sarang Awad,PERSON
Ashok Kumar Singh,PERSON
Shetkari Kamgar Paksha,PERSON
Gujarat Gas,ORG
Amloh,GPE
BS Yeddiyurappa,PERSON
Raju,PERSON
Pinarayi Vijayan,PERSON
Karatagi Rice Millers’ Association,ORG
Niranjan Singh,PERSON
Auric City,GPE
Doaba Kisan Union,ORG
Moonak,GPE
Coimbatore,GPE
Somesh Kumar,PERSON
Malampatti,GPE
Suraj Naik Gaonkar,PERSON
Nelliampathy,GPE
Amit Chavda,PERSON
Gopalnagar,GPE
Zandel Singh,PERSON
AMBALA,PERSON
Arvind Kumar Chaurasiya,PERSON
Dharmender Singh,PERSON
Karthik Krishnakumar,PERSON
Sonde,PERSON
Gujjanoodu,GPE
Prasar Bharati,PERSON
Atul Kumar,PERSON
Kumar Mutha,PERSON
Burj Kotiyan,GPE
Sukhbir Singh Badal,PERSON
Hiriyur,GPE
Velusamy,PERSON
S S Kulam,GPE
Kirtiram Kulmethe,PERSON
Rupesh Morey,PERSON
Khannouri,GPE
Kisan Cell,ORG
IMD Mumbai,ORG
Chemmamallipura,GPE
Ishwar Singh,PERSON
Veraval,GPE
Guruhar Sahai,GPE
Kaddon village,GPE
Devasthanam,GPE
Periyakottai village,GPE
Preet Singh,PERSON
the Chandigarh Youth Congress,ORG
Marysville,GPE
the Akhil Bharatiya Kisan Sabha,ORG
Shyam Rout,PERSON
the Central C,ORG
Balsamand village,GPE
Toronto,GPE
Gurjot Malhi,PERSON
Palitana,GPE
Rajya Sabha’s,ORG
Prithvirajkumar,PERSON
Lalpur Chowk,GPE
Thiruthuraipoondi,GPE
P U Das,PERSON
the Khadi and Village Industries Commission,ORG
Rinku Singh,PERSON
Waze,PERSON
the Haryana Police,ORG
Mandvi,GPE
Howeve,PERSON
Arjun Salunkhe,PERSON
M J Solanki,ORG
Biswa Bhushan Harichandan,PERSON
Ravi Shankar Prasad,PERSON
Harjit Singh Grewal,PERSON
SURAT,GPE
Colombo,GPE
Rajesh Bele,PERSON
Parundi village,GPE
GoM,ORG
Kamanaickenpalayam,GPE
SMS Hospital,ORG
Bijendra Singh,PERSON
Makhan Singh Bhullar,PERSON
Abhishek Choudhary,PERSON
JMC Greater,ORG
Bajaj Hindusthan Group,ORG
FAO,ORG
Sathagudi,GPE
Wanowrie,GPE
Gokari Venkataiah,PERSON
Indian Institute of Soybean Research,ORG
DK Thakur,PERSON
Uss Utpadhak Sangarsh Samiti,ORG
Dipankar De,PERSON
Parmanandpur village,GPE
Pushk,GPE
Rajpal Nagose,PERSON
SDO,ORG
HAU,ORG
Sardar Vallabhbhai Patel’s,PERSON
Tomar,PERSON
SRV Ramanan,PERSON
Nallurpathi,GPE
Vijay Madhukar Bhavar,PERSON
M K Kanimozhi,PERSON
Kshama Fernandes,PERSON
East India Company,ORG
GM,ORG
Mangaluru City North,GPE
Nur Alam Haque,PERSON
Kheri,GPE
Bagwali village,GPE
Chedi Lal Prasad,PERSON
Dongorim,GPE
Puna Dessai,PERSON
SEC,ORG
Ajeet Singh,PERSON
Khushdeep Sra,PERSON
MIT,ORG
Medanta,ORG
Mayaram,PERSON
Babu Ram Saini,PERSON
Karveer,GPE
CHANDRAPUR,GPE
Garh,GPE
Mohit Ram,PERSON
Krishi,PERSON
NRC Grapes,ORG
Massordem,GPE
DSO,ORG
Umeed Singh Rawat,PERSON
K K Jha,PERSON
Rajgad,GPE
T Madhavan,PERSON
Jatinderpal Singh,PERSON
the Indian Veterinary Research Institute,ORG
JMC-Greater,ORG
Savadhi anaj,GPE
Travel Food Services Pvt Ltd,ORG
the Ghadar Party,ORG
Kunjan,PERSON
Hawa Singh,PERSON
R Sudhakar,PERSON
Adkire,GPE
D Chandra Rao,PERSON
Gatauli,GPE
Jagdish Kandpal,PERSON
KS Kanagaraj,PERSON
Ganpat Sadashiv Sangle,PERSON
Sha,GPE
Verna,GPE
Ballam Singh,PERSON
Ratan Rathwa,PERSON
Nagoa,GPE
Mauli,GPE
Jabalpur,GPE
Babu Rao,PERSON
Waris,ORG
Khera Village,GPE
Jamhuri Kisan Sabha's,ORG
Farmer Services Society,ORG
Devendra Gaonkar,PERSON
Raja,GPE
Kadamba Transport Corporation,ORG
City Vista,ORG
RC,ORG
Sulliporukkipalayam village,GPE
Pathak,PERSON
Karnal SDM,ORG
Kotkapura,GPE
Ajaib Singh,PERSON
the District Bar Association,ORG
US Gautam,PERSON
Kundrapu Kondadu,PERSON
Mahagovind,PERSON
Ammasaikutti,PERSON
West Bengal Assembly,ORG
Amit Kumar Karnal,PERSON
Manjunatha,PERSON
Mission Kisan Kalyan,ORG
Shukla,PERSON
The Thottakalai Sales Centre,ORG
Indian National Lok Dal’s,ORG
Galthar,GPE
the Gujarat Information Commission,ORG
Pravin Sankhat,PERSON
Waywin,ORG
Jatiya,PERSON
Atul Kumar Srivastava,PERSON
Nannilam,GPE
Piyush Goyal,PERSON
Laabh,PERSON
Dalitha Sangharsha Samiti,ORG
Abhrampara village,GPE
Julana Anaj,GPE
Khodubhai,PERSON
Prasad Lad,PERSON
WWF India,ORG
LRS,ORG
SK Srivastava,PERSON
Avtar Singh Gehlewal,PERSON
Vallam,GPE
Mithalal Singh,PERSON
Harshad Vyas,PERSON
Shahjajanpur,GPE
T Pettai,GPE
Yogesh Rayate,PERSON
Tamil Nadu Forest Plantation Corporation Limited,ORG
Chandrashekhar Bari,PERSON
Paidipally,GPE
Rajya Sabha,ORG
Lakhapur,GPE
the All India Vegetable Growers’ Association,ORG
TI,ORG
Sri Muktsar Sahib,GPE
Chandrakant Kavlekar,PERSON
Islam Ali,PERSON
Kotkhawada,GPE
Shalini Agrawal,PERSON
Ram Pal,PERSON
Gopal Bhargava,PERSON
Rafi,PERSON
Hingoli,GPE
Ashim Kumar Banerjee,PERSON
Banondi village,GPE
PIMPRI CHINCHWAD,PERSON
Hindutva,ORG
Peeragarhi,GPE
Kisan Mazdur Sangarash Committee,ORG
Samir,PERSON
Goa Velha,GPE
Bantwaram village,GPE
Preet Gill,PERSON
Ichhalkaranji,GPE
", Darshan Pal",PERSON
G N Parmar,PERSON
Ajit Navale,PERSON
Kurubur Shanthakumar,PERSON
Mehtab Singh,PERSON
Mera Pani Meri Virasat Yojana,ORG
V Vijayasai Reddy,PERSON
Karaiyur,GPE
Meenakshipuram,GPE
Vimalnathan,PERSON
Harbhajan Singh,PERSON
Sivanmalai,GPE
Tota,GPE
J M Mhatre Infra,ORG
Nesco,ORG
Rajiv Dutta,PERSON
Khairanti,GPE
Changanassery,GPE
Rajewal Balbir Singh Rajewal,PERSON
Pandit Nehru,PERSON
M K Ahuja,PERSON
the Cauvery Water Management Authority,ORG
Arif Hafeez,PERSON
Bakalpur,GPE
